"event_id","route","R0","k","outcome","chain_size","hub_infections","generations","peak_infected","at_hub","spill_lat","spill_lon","hub_id","hub_dist_km","travel_time","n_swath_cells","n_hub_cells","mortality_sub_pandemic","pandora_handoff"
479,"single_case",0,0.740425769195469,"single_case",1,0,0,1,FALSE,0.875000000000028,30.2916666666666,20,18.5,61.9199981689453,34,8,0.01,FALSE
480,"nonspatial_sub",0.208833767301036,1.06133564363842,"extinct",1,0,1,1,FALSE,-0.374999999999972,30.5416666666666,27,18.5,51.810001373291,35,9,0.01,FALSE
481,"single_case",0,1.2043580667489,"single_case",1,0,0,1,FALSE,3.12500000000003,33.7916666666666,3,46.25,195.720001220703,50,6,0.01,FALSE
482,"single_case",0,0.227910184416527,"single_case",1,0,0,1,FALSE,1.70833333333336,32.9583333333333,9,46.25,162.279998779297,49,13,0.01,FALSE
483,"nonspatial_sub",0.545553511839201,0.774742964642602,"extinct",1,0,1,1,FALSE,1.45833333333336,34.7083333333333,16,53.9234598957028,160.589996337891,59,23,0.01,FALSE
484,"single_case",0,1.67897095310933,"single_case",1,0,0,1,FALSE,2.04166666666669,34.8749999999999,12,74.5292707088818,258.929992675781,56,5,0.01,FALSE
485,"nonspatial_sub",0.155141588345936,0.77455268427334,"extinct",1,0,1,1,FALSE,1.12500000000003,32.4583333333333,16,56.2652603051535,103.400001525879,70,29,0.01,FALSE
486,"single_case",0,1.28490169195546,"single_case",1,0,0,1,FALSE,-0.541666666666639,30.1249999999999,25,37.0000000000001,70.7600021362305,51,8,0.01,FALSE
487,"nonspatial_sub",0.214578292182367,1.48768909945945,"extinct",2,0,2,1,FALSE,1.04166666666669,34.2916666666666,16,9.24847133597922,37.8800010681152,43,29,0.02,FALSE
488,"single_case",0,0.371529765475427,"single_case",1,0,0,1,FALSE,0.458333333333361,33.7083333333333,16,9.24970404407152,31.8500003814697,50,34,0.01,FALSE
489,"single_case",0,0.589587714224025,"single_case",1,0,0,1,FALSE,1.04166666666669,30.2916666666666,20,37,125.5,41,8,0.01,FALSE
490,"single_case",0,1.44208856388251,"single_case",1,0,0,1,FALSE,-1.04166666666664,29.8749999999999,29,9.25000000000007,52.2400016784668,34,10,0.01,FALSE
491,"spatial",1.1183376340631,0.608053320135591,"extinct",1,0,1,1,FALSE,-0.541666666666639,31.1249999999999,28,29.2509376435745,82.3499984741211,35,7,0.01,FALSE
492,"single_case",0,0.572791249104613,"single_case",1,0,0,1,FALSE,0.625000000000028,30.4583333333333,20,13.0810863165492,53.1599998474121,34,8,0.01,FALSE
493,"nonspatial_sub",0.509891613442657,0.310564528898068,"extinct",2,0,2,1,FALSE,-0.291666666666639,30.5416666666666,27,27.75,74.1699981689453,40,9,0.02,FALSE
494,"single_case",0,1.4801656538907,"single_case",1,0,0,1,FALSE,2.12500000000003,33.9583333333333,11,13.0769782243947,62.8400001525879,49,25,0.01,FALSE
495,"single_case",0,1.88837466421526,"single_case",1,0,0,1,FALSE,1.54166666666669,34.4583333333333,16,41.3642632284027,108.769996643066,52,23,0.01,FALSE
496,"single_case",0,0.700099278059369,"single_case",1,0,0,1,TRUE,1.87500000000003,32.0416666666666,13,0,15.6599998474121,NA,NA,0.01,FALSE
497,"nonspatial_sub",0.400615465163389,1.25005819445968,"extinct",1,0,1,1,FALSE,2.54166666666669,31.7916666666666,7,46.2208857599733,103.059997558594,43,11,0.01,FALSE
498,"single_case",0,1.81027365145628,"single_case",1,0,0,1,FALSE,-0.458333333333305,30.8749999999999,27,20.6830993715082,58.2999992370605,30,11,0.01,FALSE
499,"single_case",0,0.719984042339586,"single_case",1,0,0,1,FALSE,0.458333333333361,33.6249999999999,16,9.25000000000002,41.3199996948242,50,36,0.01,FALSE
500,"single_case",0,0.628261891033208,"single_case",1,0,0,1,FALSE,0.625000000000028,30.3749999999999,20,9.24944967125165,46.0299987792969,32,9,0.01,FALSE
