"event_id","route","R0","k","outcome","chain_size","hub_infections","generations","peak_infected","at_hub","spill_lat","spill_lon","hub_id","hub_dist_km","travel_time","n_swath_cells","n_hub_cells","mortality_sub_pandemic","pandora_handoff"
312,"spatial",1.20303036648424,0.521868809440341,"extinct",5,0,3,3,FALSE,2.20833333333336,34.9583333333333,12,83.1881721031977,172.860000610352,63,5,0.05,FALSE
313,"single_case",0,1.59243882538514,"single_case",1,0,0,1,FALSE,-0.458333333333305,31.3749999999999,26,20.6830993715085,63.6399993896484,30,8,0.01,FALSE
314,"single_case",0,1.65893457471165,"single_case",1,0,0,1,FALSE,-1.04166666666664,30.2916666666666,29,26.1607891358374,90.870002746582,37,10,0.01,FALSE
315,"single_case",0,1.49672737151413,"single_case",1,0,0,1,FALSE,3.79166666666669,31.2916666666666,4,37,107.629997253418,49,20,0.01,FALSE
316,"single_case",0.0398373710676872,1.40225412726032,"single_case",1,0,0,1,FALSE,2.95833333333336,31.8749999999999,7,33.3205850785606,127.300003051758,37,11,0.01,FALSE
317,"single_case",0,0.921663631403325,"single_case",1,0,0,1,FALSE,2.20833333333336,34.8749999999999,12,73.9450418695088,242.820007324219,63,5,0.01,FALSE
318,"single_case",0,0.430975721091544,"single_case",1,0,0,1,FALSE,1.12500000000003,30.7083333333333,17,20.6804392803123,101.389999389648,21,4,0.01,FALSE
319,"nonspatial_sub",0.333140852599993,1.88373155025174,"extinct",2,0,2,1,FALSE,3.29166666666669,33.0416666666666,5,9.23473915022696,32,34,11,0.02,FALSE
320,"spatial",1.52205511104366,0.390925464429764,"extinct",1,0,1,1,FALSE,1.04166666666669,31.5416666666666,22,47.1656307288733,139.710006713867,45,7,0.01,FALSE
321,"single_case",0,1.97499424399352,"single_case",1,0,0,1,FALSE,3.20833333333336,31.5416666666666,1,13.0712277468856,44.7099990844727,47,21,0.01,FALSE
322,"single_case",0,1.74832177081263,"single_case",1,0,0,1,FALSE,-0.374999999999972,31.4583333333333,26,9.24980188039306,40.060001373291,32,8,0.01,FALSE
323,"single_case",0,1.04738030341364,"single_case",1,0,0,1,FALSE,-0.374999999999972,31.0416666666666,27,41.3665487710106,87.9700012207031,39,11,0.01,FALSE
324,"single_case",0,0.235076757262981,"single_case",1,0,0,1,FALSE,-1.12499999999997,30.3749999999999,29,29.2459938258227,83.9700012207031,28,10,0.01,FALSE
325,"single_case",0,0.19448901484188,"single_case",1,0,0,1,FALSE,3.04166666666669,32.2916666666666,7,18.5,74.3899993896484,36,11,0.01,FALSE
326,"nonspatial_sub",0.715363664791924,0.486794626926027,"extinct",3,0,2,2,FALSE,3.37500000000003,34.2083333333333,3,49.7383051390236,138.399993896484,41,6,0.03,FALSE
327,"single_case",0,1.38575168820322,"single_case",1,0,0,1,TRUE,3.37500000000003,31.0416666666666,4,0,23.0499992370605,NA,NA,0.01,FALSE
328,"nonspatial_sub",0.110467248541953,1.47755861585677,"extinct",1,0,1,1,FALSE,2.29166666666669,33.2916666666666,11,27.7278061460304,82.3600006103516,50,18,0.01,FALSE
329,"nonspatial_sub",0.722571703584841,1.28452346691506,"extinct",1,0,1,1,FALSE,0.208333333333361,31.4583333333333,22,33.3512814603849,155.539993286133,35,7,0.01,FALSE
330,"nonspatial_sub",0.105369184971271,0.545659956834426,"extinct",1,0,1,1,FALSE,0.708333333333361,31.8749999999999,22,41.3647286470048,115.800003051758,37,7,0.01,FALSE
331,"nonspatial_sub",0.174113164965862,0.529955803644607,"extinct",1,0,1,1,FALSE,0.0416666666666954,31.2083333333333,22,47.165930021047,117.349998474121,46,7,0.01,FALSE
332,"single_case",0,1.48219692876808,"single_case",1,0,0,1,FALSE,3.70833333333336,31.6249999999999,1,9.23063255233005,37.3800010681152,33,20,0.01,FALSE
333,"single_case",0,1.16890801865525,"single_case",1,0,0,1,FALSE,-0.458333333333305,31.7083333333333,26,9.24999999999997,30.1900005340576,28,8,0.01,FALSE
334,"single_case",0,0.394476248462873,"single_case",1,0,0,1,FALSE,1.45833333333336,33.4583333333333,11,20.6822890678214,58.2299995422363,35,16,0.01,FALSE
335,"single_case",0,0.536380532709636,"single_case",1,0,0,1,FALSE,1.04166666666669,31.2916666666666,17,46.2423566798989,131.820007324219,49,4,0.01,FALSE
336,"single_case",0,0.620648879873992,"single_case",1,0,0,1,FALSE,0.0416666666666954,31.9583333333333,26,39.2444211672533,102.180000305176,46,8,0.01,FALSE
337,"single_case",0,0.75374872740306,"single_case",1,0,0,1,FALSE,1.29166666666669,32.8749999999999,19,46.2457695538615,171.059997558594,47,16,0.01,FALSE
338,"single_case",0,1.42348171325899,"single_case",1,0,0,1,FALSE,1.37500000000003,32.9583333333333,19,49.810796321051,150.419998168945,44,16,0.01,FALSE
339,"spatial",1.24740866312213,1.04385817056231,"extinct",3,0,3,1,FALSE,3.12500000000003,33.8749999999999,3,47.163234862757,171.229995727539,44,6,0.03,FALSE
340,"single_case",0,0.39108728904552,"single_case",1,0,0,1,FALSE,1.95833333333336,33.2916666666666,11,29.2356929274705,65.7300033569336,47,26,0.01,FALSE
341,"single_case",0,0.336986468998274,"single_case",1,0,0,1,FALSE,0.625000000000028,32.9583333333333,16,9.24944967125165,43.2299995422363,60,41,0.01,FALSE
342,"single_case",0,0.788001019989176,"single_case",1,0,0,1,FALSE,1.95833333333336,32.6249999999999,9,26.1553116844522,79.1699981689453,44,13,0.01,FALSE
343,"nonspatial_sub",0.211792728467608,1.24142751293447,"extinct",1,0,1,1,FALSE,0.708333333333361,31.8749999999999,22,41.3647286470048,115.800003051758,37,7,0.01,FALSE
344,"single_case",0,1.28442483789524,"single_case",1,0,0,1,FALSE,1.62500000000003,34.9583333333333,16,87.2390904009556,142.649993896484,68,23,0.01,FALSE
345,"single_case",0,0.394703100223869,"single_case",1,0,0,1,FALSE,0.375000000000028,32.2916666666666,16,9.24980188039267,33.439998626709,47,31,0.01,FALSE
346,"single_case",0,1.05063244441762,"single_case",1,0,0,1,FALSE,-1.37499999999997,29.8749999999999,29,9.24733651027726,57.5699996948242,22,10,0.01,FALSE
347,"nonspatial_sub",0.810813324826592,0.447522538493046,"extinct",2,0,2,1,TRUE,3.37500000000003,31.2083333333333,4,0,21.4599990844727,NA,NA,0.02,FALSE
348,"single_case",0,1.06383977135294,"single_case",1,0,0,1,TRUE,0.541666666666695,33.2083333333333,16,0,10.6800003051758,NA,NA,0.01,FALSE
349,"nonspatial_sub",0.211517814471981,1.07845517043176,"extinct",1,0,1,1,FALSE,-0.0416666666666385,31.8749999999999,26,26.1629474448353,108.150001525879,39,8,0.01,FALSE
350,"single_case",0.0452475076449198,0.940098746685024,"single_case",1,0,0,1,TRUE,0.375000000000028,32.6249999999999,16,0,0.189999997615814,NA,NA,0.01,FALSE
351,"single_case",0,0.377701359511047,"single_case",1,0,0,1,FALSE,-1.12499999999997,30.2083333333333,29,13.0802147232632,54.4300003051758,30,10,0.01,FALSE
352,"single_case",0,0.977495478538216,"single_case",1,0,0,1,FALSE,2.29166666666669,34.8749999999999,12,74.5171579458923,239.279998779297,56,5,0.01,FALSE
353,"single_case",0,0.870276651809232,"single_case",1,0,0,1,FALSE,-0.0416666666666385,31.1249999999999,22,58.5021351661735,146.789993286133,46,7,0.01,FALSE
354,"single_case",0,0.578002267508455,"single_case",1,0,0,1,FALSE,1.54166666666669,33.4583333333333,11,13.0791080776607,45.5999984741211,41,16,0.01,FALSE
355,"nonspatial_sub",0.108332330675692,1.12804492553926,"extinct",1,0,1,1,FALSE,3.62500000000003,32.2083333333333,1,18.462985863991,106.769996643066,39,18,0.01,FALSE
356,"single_case",0,0.93326194857551,"single_case",1,0,0,1,FALSE,1.70833333333336,32.9583333333333,9,46.25,162.279998779297,49,13,0.01,FALSE
357,"single_case",0,0.829714889138674,"single_case",1,0,0,1,FALSE,3.12500000000003,34.0416666666666,3,53.9150860564663,183.270004272461,42,6,0.01,FALSE
358,"nonspatial_sub",0.0812522603331298,0.447651200657691,"extinct",1,0,1,1,TRUE,0.458333333333361,32.3749999999999,16,0,23.8600006103516,NA,NA,0.01,FALSE
359,"single_case",0,0.503580692836013,"single_case",1,0,0,1,FALSE,-0.958333333333305,31.7083333333333,26,64.75,135.410003662109,40,8,0.01,FALSE
360,"single_case",0,0.57742794217432,"single_case",1,0,0,1,FALSE,1.87500000000003,32.7916666666666,9,27.75,98.120002746582,43,13,0.01,FALSE
361,"single_case",0,1.07605058003869,"single_case",1,0,0,1,FALSE,3.04166666666669,33.7916666666666,8,53.8804442220055,197.710006713867,46,8,0.01,FALSE
362,"single_case",0,1.15356584783179,"single_case",1,0,0,1,FALSE,2.70833333333336,30.7916666666666,4,9.24999999999997,68.0599975585938,27,14,0.01,FALSE
363,"single_case",0,1.11522601235675,"single_case",1,0,0,1,FALSE,2.70833333333336,30.9583333333333,4,18.5,59.4300003051758,39,15,0.01,FALSE
364,"nonspatial_sub",0.167776676629468,1.93937937672078,"extinct",1,0,1,1,FALSE,0.958333333333361,33.6249999999999,16,27.75,66.4000015258789,61,34,0.01,FALSE
365,"single_case",0,0.370039438599341,"single_case",1,0,0,1,FALSE,-0.791666666666638,30.0416666666666,29,41.3664678645554,123.620002746582,41,10,0.01,FALSE
366,"single_case",0,0.806839296277455,"single_case",1,0,0,1,FALSE,1.12500000000003,32.4583333333333,16,56.2652603051535,103.400001525879,70,29,0.01,FALSE
367,"single_case",0,0.79943734900257,"single_case",1,0,0,1,TRUE,3.29166666666669,31.7083333333333,1,0,21.5799999237061,NA,NA,0.01,FALSE
368,"nonspatial_sub",0.20037868952181,1.72090416993555,"extinct",1,0,1,1,FALSE,1.12500000000003,33.6249999999999,16,38.1318079207739,112.330001831055,55,28,0.01,FALSE
369,"single_case",0,0.585115863797049,"single_case",1,0,0,1,FALSE,0.291666666666695,31.6249999999999,22,29.2510304567853,95.1399993896484,32,7,0.01,FALSE
370,"single_case",0,0.676563970136882,"single_case",1,0,0,1,TRUE,2.95833333333336,30.8749999999999,4,0,16.9099998474121,NA,NA,0.01,FALSE
371,"single_case",0,1.34383973836754,"single_case",1,0,0,1,FALSE,3.37500000000003,33.0416666666666,5,9.23395689420888,40.4199981689453,33,10,0.01,FALSE
372,"single_case",0,1.15661729942871,"single_case",1,0,0,1,FALSE,-0.124999999999972,31.0416666666666,27,59.2288441897471,146.779998779297,48,11,0.01,FALSE
373,"nonspatial_sub",0.249573386412929,1.62697894460869,"extinct",2,0,2,1,FALSE,1.79166666666669,34.7916666666666,12,74.5484015114384,354.040008544922,55,5,0.02,FALSE
374,"single_case",0,0.353055827353261,"single_case",1,0,0,1,FALSE,2.62500000000003,32.6249999999999,7,29.2234454850935,82.2600021362305,33,11,0.01,FALSE
375,"nonspatial_sub",0.224053710104743,0.978777346600957,"extinct",1,0,1,1,FALSE,0.708333333333361,31.9583333333333,22,49.8094929462554,95.120002746582,42,7,0.01,FALSE
376,"spatial",2.90568640269833,0.4694564845252,"extinct",3,2,3,1,FALSE,3.20833333333336,31.7916666666666,1,9.24999999999997,40.5999984741211,40,20,0.03,FALSE
377,"single_case",0,1.6651243677673,"single_case",1,0,0,1,FALSE,-0.541666666666639,31.0416666666666,28,27.7499999999999,79.0299987792969,45,7,0.01,FALSE
378,"single_case",0,0.44981576458677,"single_case",1,0,0,1,FALSE,2.79166666666669,32.0416666666666,7,9.23902239311401,57.439998626709,33,11,0.01,FALSE
379,"single_case",0,0.752705073558929,"single_case",1,0,0,1,TRUE,0.208333333333361,30.1249999999999,23,0,16.2199993133545,NA,NA,0.01,FALSE
380,"nonspatial_sub",0.0568595658011192,1.14742709288497,"extinct",1,0,1,1,FALSE,-1.2083333333333,29.7083333333333,29,18.4958860985507,75.4700012207031,32,10,0.01,FALSE
381,"single_case",0,0.265499392527813,"single_case",1,0,0,1,FALSE,1.29166666666669,31.9583333333333,13,41.3651555008903,136.860000610352,43,15,0.01,FALSE
382,"single_case",0,1.07313671147998,"single_case",1,0,0,1,FALSE,1.12500000000003,33.2916666666666,19,18.5,66.7799987792969,51,21,0.01,FALSE
383,"single_case",0,0.689972416137547,"single_case",1,0,0,1,FALSE,3.20833333333336,30.8749999999999,4,9.23550187109285,32.0699996948242,37,26,0.01,FALSE
384,"single_case",0,0.803847721937652,"single_case",1,0,0,1,TRUE,0.625000000000028,34.2916666666666,16,0,9.3100004196167,NA,NA,0.01,FALSE
385,"single_case",0,0.916306199938505,"single_case",1,0,0,1,TRUE,3.29166666666669,31.7083333333333,1,0,21.5799999237061,NA,NA,0.01,FALSE
386,"nonspatial_sub",0.182361925451227,0.445000532546454,"extinct",1,0,1,1,FALSE,2.95833333333336,34.0416666666666,3,70.4313416738428,163.550003051758,50,6,0.01,FALSE
387,"single_case",0,1.00523190075836,"single_case",1,0,0,1,FALSE,0.875000000000028,33.1249999999999,19,9.24892136592089,33.0699996948242,50,26,0.01,FALSE
388,"nonspatial_sub",0.456085507500755,1.94864982747755,"extinct",1,0,1,1,FALSE,2.04166666666669,31.5416666666666,13,39.2319718213786,100.980003356934,50,17,0.01,FALSE
389,"single_case",0,0.283601777420247,"single_case",1,0,0,1,FALSE,-0.624999999999972,30.7916666666666,27,9.24944967125125,37.2799987792969,31,11,0.01,FALSE
390,"single_case",0,1.4010232731817,"single_case",1,0,0,1,FALSE,1.04166666666669,32.6249999999999,16,47.1656307288732,139.740005493164,66,29,0.01,FALSE
391,"spatial",2.11733434833199,1.2859828883393,"hub_established",596,540,13,225,FALSE,1.54166666666669,32.2083333333333,13,26.1582161553221,93.7699966430664,47,16,NA,TRUE
392,"single_case",0,0.485523643528117,"single_case",1,0,0,1,FALSE,-0.874999999999972,31.1249999999999,28,13.0807127647152,46.2599983215332,33,7,0.01,FALSE
393,"single_case",0,1.04159493118505,"single_case",1,0,0,1,FALSE,1.70833333333336,33.0416666666666,9,47.1651243800945,143.389999389648,45,13,0.01,FALSE
394,"single_case",0,1.6331530817884,"single_case",1,0,0,1,FALSE,1.62500000000003,34.8749999999999,16,79.5503204842418,189.75,70,23,0.01,FALSE
395,"nonspatial_sub",0.333622044692062,1.01355623143814,"extinct",1,0,1,1,TRUE,2.29166666666669,32.9583333333333,9,0,11.6099996566772,NA,NA,0.01,FALSE
396,"single_case",0,0.761952414690232,"single_case",1,0,0,1,FALSE,1.45833333333336,31.8749999999999,13,20.6822890678216,89.379997253418,34,15,0.01,FALSE
397,"spatial",1.32711583942276,0.832473404599384,"extinct",1,0,1,1,FALSE,-1.12499999999997,30.0416666666666,29,9.24999999999997,35.8899993896484,30,10,0.01,FALSE
398,"single_case",0.0416922738287303,0.388474063805612,"single_case",1,0,0,1,FALSE,0.625000000000028,31.9583333333333,22,47.1632322951398,101.080001831055,46,7,0.01,FALSE
399,"single_case",0,1.0971694446431,"single_case",1,0,0,1,FALSE,0.875000000000028,33.5416666666666,16,18.5,55.8600006103516,54,33,0.01,FALSE
400,"single_case",0,2.34958590072571,"single_case",1,0,0,1,TRUE,3.45833333333336,31.2916666666666,4,0,24.0300006866455,NA,NA,0.01,FALSE
401,"single_case",0,0.340440992789714,"single_case",1,0,0,1,TRUE,0.875000000000028,33.2083333333333,19,0,21.7600002288818,NA,NA,0.01,FALSE
402,"single_case",0,1.07064301132173,"single_case",1,0,0,1,FALSE,1.87500000000003,34.7916666666666,12,70.4140376695599,278.25,53,5,0.01,FALSE
403,"single_case",0,1.95591032373864,"single_case",1,0,0,1,FALSE,3.54166666666669,30.8749999999999,4,9.23233378337659,41.189998626709,27,16,0.01,FALSE
404,"single_case",0,0.950344547874928,"single_case",1,0,0,1,FALSE,-0.541666666666639,31.7916666666666,26,18.5,75.7399978637695,28,8,0.01,FALSE
405,"spatial",1.70174641404608,1.69839583757643,"hub_established",2702,637,22,725,FALSE,1.37500000000003,31.0416666666666,14,39.2387766477088,175.660003662109,39,6,NA,TRUE
406,"single_case",0,2.27723825397306,"single_case",1,0,0,1,FALSE,-0.874999999999972,29.7916666666666,29,29.2507272804111,109.089996337891,36,10,0.01,FALSE
407,"nonspatial_sub",0.130988596351222,0.917134312203874,"extinct",1,0,1,1,FALSE,-1.04166666666664,30.2083333333333,29,20.6829451977333,64.3000030517578,30,10,0.01,FALSE
408,"single_case",0,1.81065558727523,"single_case",1,0,0,1,FALSE,1.70833333333336,33.2083333333333,11,36.9835547863696,99.1399993896484,51,19,0.01,FALSE
409,"single_case",0,1.01584606436503,"single_case",1,0,0,1,FALSE,-0.0416666666666385,31.0416666666666,22,62.0508830940605,157.649993896484,47,7,0.01,FALSE
410,"single_case",0,1.10501706529208,"single_case",1,0,0,1,TRUE,0.541666666666695,33.4583333333333,16,0,13.6400003433228,NA,NA,0.01,FALSE
411,"single_case",0,0.148400630200782,"single_case",1,0,0,1,FALSE,1.04166666666669,31.7916666666666,22,59.2250795933531,182,45,7,0.01,FALSE
412,"single_case",0,0.467047551415409,"single_case",1,0,0,1,TRUE,-0.291666666666639,31.7083333333333,26,0,11.039999961853,NA,NA,0.01,FALSE
413,"single_case",0,0.109594047156595,"single_case",1,0,0,1,FALSE,-0.374999999999972,30.1249999999999,25,18.5,68.379997253418,41,8,0.01,FALSE
414,"nonspatial_sub",0.215307055010281,0.962237509602503,"extinct",1,0,1,1,FALSE,1.54166666666669,32.6249999999999,13,65.3955403883055,223.699996948242,57,11,0.01,FALSE
415,"single_case",0,1.17391709116029,"single_case",1,0,0,1,FALSE,-0.124999999999972,31.7916666666666,26,13.0814598861645,57.3300018310547,32,8,0.01,FALSE
416,"single_case",0,0.255309685336695,"single_case",1,0,0,1,FALSE,3.20833333333336,33.6249999999999,3,38.1352133180209,200.240005493164,36,6,0.01,FALSE
417,"single_case",0,1.15468436158583,"single_case",1,0,0,1,FALSE,2.37500000000003,32.4583333333333,7,33.3425369702865,71.2699966430664,37,11,0.01,FALSE
418,"nonspatial_sub",0.0792399002326656,2.20865894095819,"extinct",1,0,1,1,FALSE,0.791666666666694,32.2916666666666,16,33.3491453125251,96.9300003051758,55,29,0.01,FALSE
419,"single_case",0,1.90508894114864,"single_case",1,0,0,1,FALSE,0.875000000000028,33.4583333333333,19,18.4978427318418,46.2000007629395,55,29,0.01,FALSE
420,"single_case",0,0.934746028988406,"single_case",1,0,0,1,FALSE,1.70833333333336,34.0416666666666,15,29.2497685083108,102.620002746582,44,17,0.01,FALSE
421,"single_case",0,0.760456621019373,"single_case",1,0,0,1,TRUE,-0.0416666666666385,29.7916666666666,23,0,19.2999992370605,NA,NA,0.01,FALSE
422,"single_case",0,0.423914024769284,"single_case",1,0,0,1,FALSE,1.62500000000003,33.7083333333333,11,9.24627999013854,44.5800018310547,40,18,0.01,FALSE
423,"nonspatial_sub",0.352279767648266,0.434435589138076,"extinct",1,0,1,1,FALSE,1.20833333333336,31.3749999999999,14,46.25,109.730003356934,53,9,0.01,FALSE
424,"nonspatial_hub",2.55597577239567,0.723539502793252,"extinct",1,1,1,1,TRUE,0.625000000000028,30.2083333333333,20,0,10.1899995803833,NA,NA,0.01,FALSE
425,"single_case",0,0.770450294362811,"single_case",1,0,0,1,FALSE,1.79166666666669,33.3749999999999,11,18.4909556886175,51.8400001525879,46,24,0.01,FALSE
426,"single_case",0,1.22582216599618,"single_case",1,0,0,1,TRUE,1.70833333333336,32.0416666666666,13,0,21.5499992370605,NA,NA,0.01,FALSE
427,"single_case",0,2.79945565754435,"single_case",1,0,0,1,FALSE,0.125000000000028,31.2916666666666,22,37,165.059997558594,46,7,0.01,FALSE
428,"single_case",0,0.92318280811318,"single_case",1,0,0,1,TRUE,0.625000000000028,30.2083333333333,20,0,10.1899995803833,NA,NA,0.01,FALSE
429,"single_case",0,2.13992349257556,"single_case",1,0,0,1,FALSE,1.04166666666669,34.2916666666666,16,9.24847133597922,37.8800010681152,43,29,0.01,FALSE
430,"single_case",0,0.972419091004739,"single_case",1,0,0,1,FALSE,3.04166666666669,33.9583333333333,3,58.4939002215592,159.490005493164,43,6,0.01,FALSE
431,"single_case",0,2.10532053531929,"single_case",1,0,0,1,FALSE,-0.791666666666638,31.5416666666666,26,46.2499999999999,84.4899978637695,52,8,0.01,FALSE
432,"single_case",0,1.10761531224941,"single_case",1,0,0,1,FALSE,0.708333333333361,32.7916666666666,16,18.5,61.3800010681152,66,42,0.01,FALSE
433,"single_case",0,0.840708943967752,"single_case",1,0,0,1,FALSE,1.29166666666669,33.2916666666666,19,37,102.519996643066,57,21,0.01,FALSE
434,"single_case",0,0.931037439554357,"single_case",1,0,0,1,FALSE,1.45833333333336,34.0416666666666,15,9.24700389774586,31.5599994659424,44,17,0.01,FALSE
435,"spatial",5.48832562121922,0.688396965267801,"extinct",2,0,2,1,FALSE,1.37500000000003,32.9583333333333,19,49.810796321051,150.419998168945,44,16,0.02,FALSE
436,"single_case",0,0.157372448755409,"single_case",1,0,0,1,TRUE,3.45833333333336,31.2916666666666,4,0,24.0300006866455,NA,NA,0.01,FALSE
437,"single_case",0,1.08687255122401,"single_case",1,0,0,1,FALSE,0.791666666666694,30.7916666666666,17,9.25000000000002,46.310001373291,31,5,0.01,FALSE
438,"single_case",0,2.07492959071502,"single_case",1,0,0,1,TRUE,2.29166666666669,32.9583333333333,9,0,11.6099996566772,NA,NA,0.01,FALSE
439,"single_case",0,0.35029510471308,"single_case",1,0,0,1,FALSE,3.70833333333336,34.2083333333333,3,36.9225302093194,103.410003662109,42,6,0.01,FALSE
440,"single_case",0,1.04102991396795,"single_case",1,0,0,1,TRUE,1.20833333333336,34.2083333333333,16,0,17.6599998474121,NA,NA,0.01,FALSE
441,"single_case",0,0.779530725708366,"single_case",1,0,0,1,TRUE,3.70833333333336,31.7916666666666,1,0,28.1599998474121,NA,NA,0.01,FALSE
442,"nonspatial_sub",0.0824001940685998,0.693712887230155,"extinct",1,0,1,1,TRUE,0.541666666666695,33.3749999999999,16,0,9.72999954223633,NA,NA,0.01,FALSE
443,"single_case",0,0.449661762105774,"single_case",1,0,0,1,TRUE,3.45833333333336,31.2083333333333,4,0,8.68000030517578,NA,NA,0.01,FALSE
444,"nonspatial_sub",0.537490887913968,0.219887224372677,"extinct",1,0,1,1,FALSE,0.125000000000028,30.4583333333333,23,38.1386416125867,101.809997558594,43,14,0.01,FALSE
445,"single_case",0,0.743868810135856,"single_case",1,0,0,1,FALSE,3.45833333333336,33.9583333333333,3,20.6535012225362,130.619995117188,27,6,0.01,FALSE
446,"single_case",0,0.671533746151211,"single_case",1,0,0,1,FALSE,1.62500000000003,32.7916666666666,9,55.5,186.570007324219,50,13,0.01,FALSE
447,"single_case",0,0.135311858975325,"single_case",1,0,0,1,FALSE,4.12500000000003,33.9583333333333,3,47.1612369790316,273.170013427734,39,6,0.01,FALSE
448,"spatial",1.58764737507256,1.27311499421354,"extinct",2,0,2,1,FALSE,1.54166666666669,34.8749999999999,16,74.5555352556062,160.199996948242,66,23,0.02,FALSE
449,"single_case",0,1.30147299224967,"single_case",1,0,0,1,FALSE,1.04166666666669,31.7083333333333,22,53.9339456972318,146.759994506836,43,7,0.01,FALSE
450,"single_case",0,1.2890526586323,"single_case",1,0,0,1,FALSE,1.20833333333336,33.2916666666666,19,27.75,81.4599990844727,53,21,0.01,FALSE
451,"single_case",0,0.94235967355709,"single_case",1,0,0,1,FALSE,1.12500000000003,30.2916666666666,20,46.25,172.960006713867,41,8,0.01,FALSE
452,"single_case",0,1.78689273504102,"single_case",1,0,0,1,FALSE,0.875000000000028,31.7916666666666,22,46.2465484433998,128.419998168945,40,7,0.01,FALSE
453,"single_case",0,0.435415251777834,"single_case",1,0,0,1,FALSE,-0.708333333333305,30.3749999999999,27,18.4985862705797,52.5099983215332,36,10,0.01,FALSE
454,"single_case",0,1.01213608497693,"single_case",1,0,0,1,FALSE,0.625000000000028,32.2916666666666,16,20.6826443397366,52.6300010681152,48,31,0.01,FALSE
455,"single_case",0,1.52142023770238,"single_case",1,0,0,1,FALSE,-0.708333333333305,31.5416666666666,26,37,67.620002746582,47,8,0.01,FALSE
456,"single_case",0,1.45927058898962,"single_case",1,0,0,1,FALSE,2.20833333333336,32.7083333333333,9,9.24313023368889,41.6500015258789,32,13,0.01,FALSE
457,"single_case",0,0.350546588045936,"single_case",1,0,0,1,FALSE,1.12500000000003,30.2916666666666,20,46.25,172.960006713867,41,8,0.01,FALSE
458,"single_case",0,1.01244322641432,"single_case",1,0,0,1,FALSE,1.04166666666669,33.8749999999999,16,9.24847133598001,42.7000007629395,49,28,0.01,FALSE
459,"nonspatial_sub",0.237221497648984,1.0454529966925,"extinct",1,0,1,1,FALSE,1.45833333333336,31.9583333333333,13,26.1587141186212,80.0199966430664,47,15,0.01,FALSE
460,"nonspatial_sub",0.230897229458674,1.35934844494828,"extinct",1,0,1,1,TRUE,0.708333333333361,34.2916666666666,16,0,25.3099994659424,NA,NA,0.01,FALSE
461,"single_case",0,1.39787309150511,"single_case",1,0,0,1,FALSE,-0.541666666666639,30.7916666666666,27,9.24958664094186,35.4300003051758,32,11,0.01,FALSE
462,"single_case",0,0.0448315368819729,"single_case",1,0,0,1,TRUE,3.45833333333336,31.0416666666666,4,0,15.710000038147,NA,NA,0.01,FALSE
463,"nonspatial_sub",0.208106283841035,1.25704443005352,"extinct",1,0,1,1,FALSE,2.54166666666669,32.0416666666666,7,26.150084992388,86.7900009155273,40,11,0.01,FALSE
464,"single_case",0,1.42951117170841,"single_case",1,0,0,1,FALSE,0.291666666666695,32.1249999999999,16,27.7496404490954,71.4000015258789,56,30,0.01,FALSE
465,"single_case",0,0.593156365354992,"single_case",1,0,0,1,FALSE,1.29166666666669,32.0416666666666,13,46.2457695538617,139.850006103516,46,15,0.01,FALSE
466,"single_case",0,1.37860586173496,"single_case",1,0,0,1,FALSE,2.54166666666669,34.3749999999999,12,41.3591216675248,102.98999786377,38,5,0.01,FALSE
467,"single_case",0,1.01522569964067,"single_case",1,0,0,1,FALSE,-0.291666666666639,31.2083333333333,26,38.1382619496558,102.669998168945,37,8,0.01,FALSE
468,"single_case",0,1.49839312954817,"single_case",1,0,0,1,FALSE,0.708333333333361,31.8749999999999,22,41.3647286470048,115.800003051758,37,7,0.01,FALSE
469,"single_case",0,0.801847409162519,"single_case",1,0,0,1,TRUE,2.04166666666669,33.7083333333333,11,0,15.7700004577637,NA,NA,0.01,FALSE
470,"nonspatial_sub",0.614729137271976,2.16832686325465,"extinct",7,0,4,3,TRUE,0.458333333333361,32.6249999999999,16,0,4.96000003814697,NA,NA,0.07,FALSE
471,"single_case",0,0.879693532061088,"single_case",1,0,0,1,FALSE,-0.208333333333305,31.7916666666666,26,9.24993885182217,32.3300018310547,30,8,0.01,FALSE
472,"single_case",0,0.556857614326929,"single_case",1,0,0,1,TRUE,-0.541666666666639,30.7083333333333,27,0,17.2000007629395,NA,NA,0.01,FALSE
473,"nonspatial_hub",1.60470909134095,1.04848788200385,"extinct",2,2,2,1,TRUE,3.54166666666669,31.7916666666666,1,0,14.5799999237061,NA,NA,0.02,FALSE
474,"nonspatial_sub",0.684662617781642,1.08058403476207,"extinct",1,0,1,1,FALSE,0.375000000000028,30.8749999999999,22,47.164959139844,125.660003662109,46,7,0.01,FALSE
475,"single_case",0,1.1534595231728,"single_case",1,0,0,1,FALSE,3.62500000000003,34.2083333333333,3,38.0669132982408,95.9400024414062,36,6,0.01,FALSE
476,"single_case",0,0.694021085709636,"single_case",1,0,0,1,FALSE,3.62500000000003,33.9583333333333,3,13.0683955309552,42.75,33,6,0.01,FALSE
477,"single_case",0,0.722451544391343,"single_case",1,0,0,1,FALSE,1.95833333333336,33.8749999999999,11,9.24999999999997,52.7799987792969,46,25,0.01,FALSE
478,"nonspatial_sub",0.440543015355317,0.462840718854538,"extinct",2,0,2,1,FALSE,1.29166666666669,32.1249999999999,13,47.1654695980353,221.300003051758,53,16,0.02,FALSE
