"event_id","R0","k","at_hub","route","spill_lat","spill_lon","hub_id","hub_dist_km","travel_time","n_swath_cells","n_hub_cells"
116,0,0.595773836729747,FALSE,"single_case",-0.874999999999972,31.0416666666666,28,9.25000000000007,33.0800018310547,30,7
117,0,0.98364304278206,TRUE,"single_case",0.541666666666695,31.5416666666666,22,0,29.9799995422363,NA,NA
118,0,1.53586543666051,TRUE,"single_case",0.875000000000028,30.7916666666666,17,0,24.2900009155273,NA,NA
119,0,1.33396476422514,FALSE,"single_case",1.87500000000003,33.2916666666666,11,29.2369734845831,64.3300018310547,45,24
120,0.131455220507414,0.524030885296103,FALSE,"nonspatial_sub",1.37500000000003,31.7916666666666,13,27.75,119.25,47,15
121,0,0.864973025423932,FALSE,"single_case",1.20833333333336,34.3749999999999,16,9.24794304927555,61.1199989318848,45,23
122,0,0.817429480395194,FALSE,"single_case",0.875000000000028,34.0416666666666,16,9.25000000000002,34.2200012207031,49,34
123,0,1.44448531168563,FALSE,"single_case",1.45833333333336,33.7916666666666,15,18.4940077954933,44.4700012207031,48,17
124,0,1.27383216251932,TRUE,"single_case",1.87500000000003,31.9583333333333,13,0,27.9799995422363,NA,NA
125,0.512362169976006,0.535815734069014,FALSE,"nonspatial_sub",1.04166666666669,33.7083333333333,16,27.7454140079392,76.0500030517578,59,28
126,0,1.33240461196719,FALSE,"single_case",2.29166666666669,31.2916666666666,10,27.7278061460304,124.319999694824,27,1
127,0.113173360421371,1.23627154052728,FALSE,"nonspatial_sub",1.62500000000003,34.7916666666666,16,72.2276641711272,223.529998779297,68,23
128,4.26522004185653,1.23033496344623,TRUE,"nonspatial_hub",3.37500000000003,30.9583333333333,4,0,12.3900003433228,NA,NA
129,0,1.62594083308569,FALSE,"single_case",0.375000000000028,33.5416666666666,16,13.0813353609835,57.9300003051758,55,39
130,0.258613665412295,1.31024109943983,FALSE,"nonspatial_sub",1.20833333333336,32.8749999999999,19,39.2400631470408,150.070007324219,56,16
131,0.169182813578875,0.558490802470724,TRUE,"nonspatial_sub",1.04166666666669,30.8749999999999,17,0,24.0400009155273,NA,NA
132,0,1.05889043587615,FALSE,"single_case",3.54166666666669,31.3749999999999,4,13.068989520528,49.7099990844727,46,20
133,0,1.01918109342606,FALSE,"single_case",1.45833333333336,34.7916666666666,16,62.0348081246144,183.089996337891,59,23
134,0.245738677537246,0.869798168887891,FALSE,"nonspatial_sub",0.791666666666694,33.0416666666666,16,18.5,55.560001373291,64,41
135,0.844596108521285,0.542016974394281,FALSE,"nonspatial_sub",0.541666666666695,30.1249999999999,20,9.24958664094186,131.199996948242,34,11
136,0,1.32901382567967,FALSE,"single_case",2.20833333333336,34.9583333333333,12,83.1881721031977,172.860000610352,63,5
137,0.337171282159235,0.970927264768179,FALSE,"nonspatial_sub",0.875000000000028,33.8749999999999,16,13.0807127647154,53.2299995422363,60,36
138,0,1.09479298735235,FALSE,"single_case",0.458333333333361,31.6249999999999,22,13.0812661811814,46.2999992370605,33,7
139,0.042650644602682,1.33805075419868,FALSE,"single_case",-0.541666666666639,31.7083333333333,26,18.5,50.9500007629395,31,8
140,0,0.811359198450275,FALSE,"single_case",-0.708333333333305,30.7916666666666,27,9.24929313528983,44.3800010681152,31,11
141,0,1.62229064000352,FALSE,"single_case",0.125000000000028,31.3749999999999,22,38.1387216979454,152.910003662109,37,7
142,0,1.54699640366394,FALSE,"single_case",-0.208333333333305,30.4583333333333,25,36.9997554072891,97.9400024414062,51,8
143,0,0.803597999425351,FALSE,"single_case",0.458333333333361,33.8749999999999,16,9.24970404407231,35.5099983215332,49,34
144,0.298341126993015,0.54412491126593,TRUE,"nonspatial_sub",3.45833333333336,31.2083333333333,4,0,8.68000030517578,NA,NA
145,0.747005894389489,0.618494671749272,FALSE,"nonspatial_sub",1.29166666666669,34.3749999999999,16,13.0798135461945,56.2299995422363,47,23
146,0.314370293605469,1.23930781400401,FALSE,"nonspatial_sub",-0.958333333333305,29.7083333333333,29,26.1611211640577,121.769996643066,40,10
147,0,0.547454988411828,FALSE,"single_case",1.87500000000003,32.7916666666666,9,27.75,98.120002746582,43,13
148,0.724780640752523,1.74500366433095,FALSE,"nonspatial_sub",0.125000000000028,31.4583333333333,22,41.3672378944176,162.690002441406,38,7
149,0,1.2594319899074,FALSE,"single_case",1.37500000000003,31.9583333333333,13,33.3483947160465,124.949996948242,40,15
150,0,1.43485271894548,FALSE,"single_case",0.958333333333361,31.7916666666666,22,52.3222423281151,141.940002441406,54,7
151,0.251643982877643,0.733840477780622,TRUE,"nonspatial_sub",0.625000000000028,33.7916666666666,16,0,24.3700008392334,NA,NA
152,0,1.49742951904017,FALSE,"single_case",-0.0416666666666385,31.3749999999999,26,39.2444211672533,103.580001831055,46,8
153,0.279867890503969,0.94808036193332,FALSE,"nonspatial_sub",0.291666666666695,32.2083333333333,16,18.4997602993967,50.7200012207031,51,30
154,0,0.227041167360012,TRUE,"single_case",3.04166666666669,30.8749999999999,4,0,6.67000007629395,NA,NA
155,0,0.853196487577434,FALSE,"single_case",-0.458333333333305,31.7083333333333,26,9.24999999999997,30.1900005340576,28,8
156,0.535192146087339,0.538884502127079,FALSE,"nonspatial_sub",3.29166666666669,33.9583333333333,3,33.3344285790373,190.830001831055,32,6
157,0,0.744205891146943,FALSE,"single_case",2.37500000000003,31.1249999999999,10,13.075858209071,100.910003662109,21,1
158,0,0.600420333693061,FALSE,"single_case",1.12500000000003,31.5416666666666,13,56.2652603051533,121.26000213623,57,14
159,0,0.420309566829404,FALSE,"single_case",0.291666666666695,31.4583333333333,22,26.1627814105295,113.169998168945,41,7
160,0,0.565392791964117,FALSE,"single_case",0.125000000000028,31.2916666666666,22,37,165.059997558594,46,7
161,0.987636622186733,0.310236907059297,FALSE,"nonspatial_sub",1.79166666666669,33.1249999999999,9,41.3632136357708,98.3899993896484,41,13
162,0,0.44491867891845,FALSE,"single_case",-0.958333333333305,31.1249999999999,28,20.6830501894697,76.3399963378906,25,7
163,0,0.280317111148027,FALSE,"single_case",1.62500000000003,31.2083333333333,14,9.24627999013815,78.3399963378906,24,6
164,0,0.750235060675608,FALSE,"single_case",0.958333333333361,32.4583333333333,16,38.138413248851,79.9100036621094,57,29
165,0,1.5857731003795,FALSE,"single_case",-0.458333333333305,30.8749999999999,27,20.6830993715082,58.2999992370605,30,11
166,0,0.601773350919648,FALSE,"single_case",2.62500000000003,31.2083333333333,4,39.223841805976,100.389999389648,49,15
167,0,0.736313567717467,FALSE,"single_case",1.20833333333336,34.3749999999999,16,9.24794304927555,61.1199989318848,45,23
168,0,0.655304461122481,FALSE,"single_case",0.791666666666694,33.0416666666666,16,18.5,55.560001373291,64,41
169,0,2.32483289660766,FALSE,"single_case",1.54166666666669,33.9583333333333,15,9.25000000000002,32.1699981689453,44,17
170,0,1.53915664086573,FALSE,"single_case",1.37500000000003,31.9583333333333,13,33.3483947160465,124.949996948242,40,15
171,0.0672292134496905,0.440584523979424,TRUE,"nonspatial_sub",0.875000000000028,33.2083333333333,19,0,21.7600002288818,NA,NA
172,0,0.462590516272123,FALSE,"single_case",1.29166666666669,33.7916666666666,15,20.6794243056437,85.1399993896484,41,18
173,0,0.796601110095913,FALSE,"single_case",1.62500000000003,32.7916666666666,9,55.5,186.570007324219,50,13
174,0,1.87964064367349,FALSE,"single_case",0.291666666666695,30.4583333333333,20,33.3512163366668,72.9000015258789,36,10
175,0,1.44431058413034,TRUE,"single_case",0.458333333333361,33.2083333333333,16,0,1.53999996185303,NA,NA
176,0,0.776578811551776,FALSE,"single_case",-0.791666666666638,31.5416666666666,26,46.2499999999999,84.4899978637695,52,8
177,0.288183504271859,0.802842097048982,FALSE,"nonspatial_sub",2.70833333333336,33.3749999999999,8,9.23966787063146,32.5299987792969,33,9
178,0,0.422627284176932,FALSE,"single_case",1.45833333333336,34.7916666666666,16,62.0348081246144,183.089996337891,59,23
179,0.275511083192101,0.596310921913232,FALSE,"nonspatial_sub",1.79166666666669,33.2916666666666,11,27.7364335329266,67.7600021362305,51,24
